ROUTE,vuelos,tasa_retraso_pct,distancia,impacto,recomendacion
IAH → LAX,4432,36.4,1379.0,3.0563646671474713,CANCELAR
EWR → PDX,324,50.0,2434.0,2.8903717578961645,MONITOREAR
IAH → SFO,3439,34.3,1635.0,2.793027051578267,REFORZAR
ORD → SFO,7378,31.1,1846.0,2.7698462001067092,REFORZAR
EWR → BQN,291,48.8,1585.0,2.7685817543796882,MONITOREAR
ORD → DEN,5613,31.5,888.0,2.719344793706793,REFORZAR
DEN → ANC,418,45.0,2405.0,2.7159666446361403,MONITOREAR
DEN → HNL,334,46.4,3365.0,2.696369420741189,MONITOREAR
ORD → IAH,4186,32.1,925.0,2.6769797898649084,REFORZAR
ORD → EWR,3874,31.8,719.0,2.6273296243814874,REFORZAR
SJU → EWR,1195,37.0,1608.0,2.621783541815276,CANCELAR
IAH → EWR,3217,32.4,1400.0,2.6166902668254446,REFORZAR
ORD → LAS,4268,31.3,1514.0,2.616335891687975,REFORZAR
DEN → SFO,5365,30.3,967.0,2.6020584514846337,REFORZAR
IAH → LGA,2340,32.9,1416.0,2.5523511425477245,REFORZAR
EWR → SFO,5029,29.5,2565.0,2.5142780486707292,MONITOREAR
ORD → LAX,7941,27.5,1744.0,2.4694434849961833,MONITOREAR
ORD → MSP,6361,27.9,334.0,2.443465504593386,MONITOREAR
IAH → ORD,4294,29.2,925.0,2.442572401704108,MONITOREAR
DEN → EWR,2609,31.0,1605.0,2.438683908392386,REFORZAR
LAS → BDL,269,43.5,2297.0,2.4336994501268,MONITOREAR
MIA → JFK,3596,29.6,1089.0,2.4235229090950874,MONITOREAR
MCO → JFK,5346,28.2,944.0,2.420717298869079,MONITOREAR
EWR → IAH,3340,29.6,1400.0,2.4016629214473415,MONITOREAR
BWI → BDL,2199,31.2,283.0,2.4010764930530857,REFORZAR
LAS → SFO,7870,26.7,414.0,2.395207162156857,MONITOREAR
LAS → ALB,274,42.3,2237.0,2.3743531890021536,MONITOREAR
ORD → DFW,7677,26.5,802.0,2.370685793079393,MONITOREAR
LAX → SFO,13457,24.8,337.0,2.3577991645439025,MONITOREAR
IAH → DEN,4513,28.0,862.0,2.3561208719515605,MONITOREAR
BWI → OKC,334,40.4,1180.0,2.347700961162587,MONITOREAR
EWR → LAX,4603,27.8,2454.0,2.3447808651811934,MONITOREAR
ORD → JFK,1577,31.8,740.0,2.3415229086542464,REFORZAR
ORD → LGA,9575,25.5,733.0,2.337562257582456,MONITOREAR
MDW → LGA,2184,30.4,725.0,2.3374296544068978,REFORZAR
BQN → EWR,291,41.2,1585.0,2.3374091860746553,MONITOREAR
PBI → BOS,1606,31.6,1197.0,2.3325545986641196,REFORZAR
DEN → LAX,5688,26.9,862.0,2.325804658328947,MONITOREAR
EWR → DEN,2643,29.4,1605.0,2.3166229548936608,MONITOREAR
ORD → BOS,6558,26.3,867.0,2.3113599717974083,MONITOREAR
IAH → LAS,2769,29.1,1222.0,2.30653628324275,MONITOREAR
DFW → HNL,697,35.2,3784.0,2.3044684645877047,CANCELAR
EWR → ORD,3706,28.0,719.0,2.300958353916686,MONITOREAR
SRQ → LGA,433,37.9,1047.0,2.300809598912944,MONITOREAR
DAL → SMF,237,41.8,1442.0,2.285649138994485,MONITOREAR
ORD → SMF,534,36.3,1781.0,2.2797836895425507,CANCELAR
BWI → BUF,1803,30.4,281.0,2.2791509958538083,REFORZAR
ACY → ORD,147,45.6,720.0,2.275637259571104,MONITOREAR
PHX → SFO,4863,26.8,651.0,2.2751620971882147,MONITOREAR
LAX → OAK,6288,26.0,337.0,2.274063566868351,MONITOREAR
BWI → ORF,1147,32.2,159.0,2.2684594477156574,REFORZAR
MIA → STT,935,33.0,1107.0,2.257380354665267,MONITOREAR
PBI → LGA,2905,28.3,1035.0,2.2566953934079415,MONITOREAR
OAK → MSY,177,43.5,1903.0,2.2516251336696156,MONITOREAR
PBI → JFK,1910,29.8,1028.0,2.2513478392701214,MONITOREAR
DFW → CID,1027,32.4,685.0,2.2467446960168527,REFORZAR
DFW → SFO,4555,26.6,1464.0,2.2407788953786194,MONITOREAR
DEN → LGA,3299,27.6,1620.0,2.235979409259089,MONITOREAR
LAS → ONT,1372,30.9,197.0,2.2322236657603214,REFORZAR
HOU → CLT,379,37.5,920.0,2.2265760769059098,MONITOREAR
BWI → DAL,1090,31.8,1209.0,2.224070686120974,REFORZAR
MDW → SEA,1028,32.0,1733.0,2.219318542724835,REFORZAR
PHX → OKC,657,34.2,833.0,2.2187879343217367,MONITOREAR
ORD → BWI,2468,28.4,622.0,2.2183704013471788,MONITOREAR
ORD → ASE,620,34.5,1013.0,2.2182532199235023,MONITOREAR
ORD → MCO,4416,26.4,1005.0,2.21574925122063,MONITOREAR
EWR → TPA,2110,28.9,997.0,2.2121340924498623,MONITOREAR
HOU → MCO,1399,30.5,849.0,2.2092714572729717,REFORZAR
ORD → HNL,334,38.0,4243.0,2.2082335773311463,MONITOREAR
LAX → SMF,5550,25.6,373.0,2.2071176209255627,MONITOREAR
ORD → TPA,2434,28.3,1012.0,2.206633430413935,MONITOREAR
HOU → BHM,610,34.4,570.0,2.2062298812655707,MONITOREAR
EWR → MCO,4774,26.0,937.0,2.2024443497936814,MONITOREAR
MCO → IAD,1658,29.7,758.0,2.2017700987014863,MONITOREAR
FLL → JFK,4432,26.2,1069.0,2.1999108318479053,MONITOREAR
DFW → OGG,504,35.3,3711.0,2.196569422629193,CANCELAR
LAX → FLL,1747,29.4,2342.723,2.1949026611794125,MONITOREAR
MDW → PHL,1892,29.0,668.0,2.1881630273874286,MONITOREAR
SJU → BDL,456,35.7,1666.0,2.185729932996636,MONITOREAR
ANC → DEN,408,36.3,2405.0,2.1820899843087105,MONITOREAR
EWR → SAT,257,39.3,1569.0,2.1807869013638213,MONITOREAR
LAX → HOU,1543,29.7,1390.0,2.180420704151859,MONITOREAR
LGA → MCI,716,33.1,1107.0,2.175888135263974,MONITOREAR
MDW → ORF,538,34.6,704.0,2.1755990618159777,MONITOREAR
EWR → PBI,2571,27.7,1023.0,2.175017907412651,MONITOREAR
MDW → EWR,1804,29.0,711.0,2.1743508931805446,MONITOREAR
DAL → ABQ,1572,29.5,580.0,2.1712306720317995,MONITOREAR
MYR → PHL,194,41.2,473.0,2.1703575615340913,MONITOREAR
HOU → LGA,937,31.6,1428.0,2.1622879171873413,MONITOREAR
LGA → FLL,5304,25.2,1076.0,2.161206566030156,MONITOREAR
PBI → HPN,1042,31.1,1056.0,2.16110703613944,REFORZAR
SFO → LAX,13744,22.6,337.0,2.1534088275946326,MONITOREAR
EWR → SAN,983,31.2,2425.0,2.149870045485916,MONITOREAR
SAN → SFO,6942,24.3,447.0,2.149418882730481,MONITOREAR
IAH → MCO,2610,27.3,854.0,2.14771980158647,MONITOREAR
MDW → LAX,1858,28.5,1750.0,2.145267937021528,MONITOREAR
FLL → LGA,5307,25.0,1076.0,2.1441954957069735,MONITOREAR
HOU → JAX,373,36.2,816.0,2.1436113879110614,MONITOREAR
JFK → ATL,1913,28.3,760.0,2.1384691153515916,MONITOREAR
LAX → DEN,5750,24.7,862.0,2.1382679180464748,MONITOREAR
MDW → SAN,1184,30.2,1728.0,2.1371494522640733,REFORZAR
ORD → MSY,1399,29.5,837.0,2.136836327526317,MONITOREAR
MIA → LGA,6318,24.4,1096.0,2.1352825474523356,MONITOREAR
BOS → SJU,1032,30.7,1674.0,2.130350961434743,REFORZAR
BWI → DEN,1904,28.2,1491.0,2.1295828447290694,MONITOREAR
LGA → PBI,2904,26.7,1035.0,2.1290164483772314,MONITOREAR
LAS → OAK,3455,26.1,407.0,2.126517789148662,MONITOREAR
SNA → SFO,4313,25.4,372.0,2.125824805148552,MONITOREAR
BWI → FLL,3972,25.6,925.0,2.121478406442256,MONITOREAR
IAH → HNL,334,36.5,3904.0,2.1210664624364957,MONITOREAR
MDW → OAK,995,30.7,1844.0,2.119142020307688,MONITOREAR
MIA → DEN,1349,29.4,1709.0,2.11889294372508,MONITOREAR
ORD → SAT,1036,30.5,1041.0,2.1176523389599256,REFORZAR
IAH → SAN,2033,27.8,1303.0,2.1176004521886806,MONITOREAR
PIT → JFK,164,41.5,340.0,2.1164445675470422,MONITOREAR
BWI → MCO,3113,26.3,787.0,2.1153989908261432,MONITOREAR
ORD → SAN,2673,26.8,1723.0,2.1147763999252303,MONITOREAR
ORD → COU,648,32.6,315.0,2.1104883670108414,MONITOREAR
ORD → PDX,2149,27.5,1739.0,2.1100084215766906,MONITOREAR
MIA → DFW,3672,25.7,1121.0,2.1095823801972777,MONITOREAR
BOS → SFO,3889,25.5,2704.0,2.1078063702097154,MONITOREAR
DAL → SFO,1319,29.3,1476.0,2.105096341746173,MONITOREAR
LAS → LBB,334,36.2,775.0,2.103633039457566,MONITOREAR
FLL → BDL,945,30.7,1173.0,2.103313772740579,MONITOREAR
SEA → SFO,6845,23.8,679.0,2.101843149577967,MONITOREAR
MCO → EWR,4790,24.8,937.0,2.1016228512204305,MONITOREAR
ATL → LGA,8234,23.3,762.0,2.100734338142855,MONITOREAR
MIA → BOS,2319,27.1,1258.0,2.0999495523962493,MONITOREAR
ORD → PHL,4744,24.8,678.0,2.0992297132880355,MONITOREAR
DFW → ASE,335,36.1,701.0,2.098901121988849,MONITOREAR
FLL → LAX,1752,28.1,2342.724,2.098652229290471,MONITOREAR
DFW → LAX,6634,23.8,1235.0,2.0943912462426657,MONITOREAR
ORD → ATL,6391,23.9,606.0,2.0942724010864175,MONITOREAR
ORD → COS,935,30.6,911.0,2.0932072379623383,MONITOREAR
SFO → STL,884,30.8,1735.0,2.089612775292394,MONITOREAR
LGA → MDW,2219,27.1,725.0,2.088004031114733,MONITOREAR
DFW → JFK,558,33.0,1391.0,2.0870384575858325,MONITOREAR
HOU → FLL,678,32.0,957.0,2.0861271321409265,MONITOREAR
IAH → BOS,1675,28.1,1597.0,2.086022732836826,MONITOREAR
LAX → MDW,1864,27.7,1750.0,2.085942958683013,MONITOREAR
MCO → LBE,318,36.2,824.0,2.0858626005664243,MONITOREAR
SFO → HNL,2067,27.3,2398.0,2.0840420217931226,MONITOREAR
IAH → SAT,2312,26.9,191.0,2.08363855381412,MONITOREAR
MIA → EWR,2714,26.3,1085.0,2.0793250350238366,MONITOREAR
MIA → LAX,3024,25.9,2342.0,2.075712955960551,MONITOREAR
LAX → SJC,6341,23.7,308.0,2.0748856479969073,MONITOREAR
LAX → MCI,1000,30.0,1363.0,2.072326583694641,MONITOREAR
JFK → PDX,854,30.7,2454.0,2.072228876493091,MONITOREAR
EWR → CLE,1593,28.1,404.0,2.071918181084724,MONITOREAR
IAH → TPA,1767,27.7,787.0,2.0711396568325555,MONITOREAR
DEN → BOS,2407,26.6,1754.0,2.071112292450297,MONITOREAR
ACY → DTW,147,41.5,497.0,2.0710295235131753,MONITOREAR
ORD → CLE,3937,25.0,315.189,2.0695435727359346,MONITOREAR
FLL → RIC,334,35.6,805.0,2.0687661934997057,MONITOREAR
PHX → DAL,1457,28.4,879.0,2.068694284959438,MONITOREAR
BWI → RDU,1952,27.3,255.0,2.0684144663836395,MONITOREAR
ORD → SLC,2600,26.3,1250.0,2.0680391484145177,MONITOREAR
PHX → TUL,590,32.4,935.0,2.0671597019555237,MONITOREAR
DAL → MCI,2167,26.9,460.0,2.0662156314132805,MONITOREAR
DFW → XNA,2222,26.8,280.0,2.0652516760134865,MONITOREAR
LAX → PHX,7330,23.2,370.0,2.0647375444123215,MONITOREAR
PHX → BNA,731,31.3,1449.0,2.0640514129016805,MONITOREAR
TPA → JFK,2550,26.3,1005.0,2.0629321918341,MONITOREAR
EWR → TYS,298,36.2,631.0,2.062347842114957,MONITOREAR
BWI → JAX,1109,29.4,663.0,2.061296912281008,MONITOREAR
DFW → MIA,3672,25.1,1121.0,2.0603314296868356,MONITOREAR
ORD → JAC,395,34.4,1162.0,2.0567367031259858,MONITOREAR
HOU → TPA,967,29.9,781.0,2.055385350140535,MONITOREAR
ORD → RNO,376,34.6,1671.0,2.051637843612904,MONITOREAR
PHX → BUF,334,35.3,1912.0,2.051332770520775,MONITOREAR
IAH → SEA,2216,26.6,1874.0,2.0491201067326688,MONITOREAR
BWI → LAX,1115,29.2,2329.0,2.048850027697112,MONITOREAR
PHX → ONT,2978,25.6,325.0,2.0477458465904523,MONITOREAR
LAX → IAH,4242,24.5,1379.0,2.046433583105534,MONITOREAR
DEN → BWI,1899,27.1,1491.0,2.0458014146301298,MONITOREAR
DEN → COS,2064,26.8,73.0,2.0454835019291897,MONITOREAR
LAX → LAS,9594,22.3,236.0,2.044663179599828,MONITOREAR
ORD → DCA,5924,23.5,612.0,2.041390286216107,MONITOREAR
ORD → RDU,1894,27.0,646.0,2.0375404939114263,MONITOREAR
DEN → ORD,5567,23.6,888.0,2.035408334811308,MONITOREAR
IAH → AUS,2035,26.7,140.0,2.034073043133078,MONITOREAR
ATL → JFK,1910,26.9,760.0,2.0322569421599415,MONITOREAR
DEN → IAD,3171,25.2,1452.0,2.031574173183664,MONITOREAR
FLL → BOS,2184,26.4,1237.0,2.029873120932306,MONITOREAR
LAS → LAX,9715,22.1,236.0,2.0290952259603507,MONITOREAR
LGA → CMH,1439,27.9,479.0,2.0288053342215755,MONITOREAR
LBE → MCO,318,35.2,824.0,2.0282420867386226,MONITOREAR
CHS → JFK,1201,28.6,636.0,2.0280002091148757,MONITOREAR
EWR → FLL,3440,24.9,1065.0,2.027663460841494,MONITOREAR
LAS → BOS,1027,29.2,2381.0,2.024843985299139,MONITOREAR
EWR → LAS,1707,27.2,2227.0,2.024358020600088,MONITOREAR
HOU → RDU,507,32.5,1050.0,2.0242660761671347,MONITOREAR
DEN → GEG,1339,28.1,836.0,2.0231096151392194,MONITOREAR
DFW → EWR,2501,25.8,1372.0,2.0187070501664257,MONITOREAR
DAL → LGA,2571,25.7,1381.0,2.0179769032673334,MONITOREAR
LAS → IND,850,29.9,1590.0,2.0168256684958243,MONITOREAR
IAD → PHX,334,34.7,1956.0,2.0164659245629153,MONITOREAR
BWI → PBI,968,29.3,883.0,2.0144430015720367,MONITOREAR
MCO → IAH,2613,25.6,854.0,2.0142730919732768,MONITOREAR
ORD → IAD,1940,26.6,588.856,2.0137379050472615,MONITOREAR
PHX → HOU,1396,27.8,1020.0,2.0130998267636047,MONITOREAR
LAS → SDF,342,34.5,1624.0,2.0130097042865986,MONITOREAR
MDW → DEN,2720,25.4,895.0,2.008730338459671,MONITOREAR
MIA → MSY,622,31.2,675.0,2.007077308934624,MONITOREAR
SFO → LAS,7995,22.3,414.0,2.004005472434776,MONITOREAR
ORD → LIT,2031,26.3,552.0,2.0030825766956415,MONITOREAR
ORD → SEA,3932,24.2,1721.0,2.0030106424666276,MONITOREAR
DEN → IAH,4848,23.6,862.0,2.0027718805487993,MONITOREAR
LGB → SFO,998,29.0,354.0,2.0026684501303245,MONITOREAR
LAS → DAL,1435,27.5,1067.0,1.9989530352532736,MONITOREAR
RSW → LGA,765,30.1,1080.0,1.9986026259817873,MONITOREAR
BWI → ISP,1546,27.2,220.0,1.9974119343280838,MONITOREAR
DAL → CHS,132,40.9,977.0,1.9970659863378255,MONITOREAR
SFO → DEN,5066,23.4,967.0,1.996091798351419,MONITOREAR
HOU → BOS,928,29.2,1609.0,1.9952452659735704,MONITOREAR
BWI → MHT,2211,25.9,377.0,1.9946108468420787,MONITOREAR
LGA → ATL,8215,22.1,762.0,1.9920314637341725,MONITOREAR
LAS → FLL,1033,28.7,2173.0,1.9918438486373362,MONITOREAR
BWI → RSW,1224,28.0,919.0,1.9907662496602363,MONITOREAR
PBI → EWR,2571,25.3,1023.0,1.9865687024382699,MONITOREAR
MDW → SFO,766,29.9,1855.0,1.9857134687524367,MONITOREAR
DAL → TUL,939,29.0,237.0,1.9849964889703962,MONITOREAR
DAL → IND,237,36.3,755.0,1.9849058312320527,MONITOREAR
BOS → FLL,2188,25.8,1237.0,1.984211736193803,MONITOREAR
EWR → SJU,1194,28.0,1608.0,1.9838180023067136,MONITOREAR
MDW → OMA,1693,26.6,423.0,1.9775124636474142,MONITOREAR
SFO → CLE,447,32.4,2161.0,1.9772289846547966,MONITOREAR
STL → PHL,626,30.7,814.0,1.9768805639277303,MONITOREAR
ASE → DFW,335,34.0,701.0,1.9768043808205227,MONITOREAR
OAK → LAX,6281,22.6,337.0,1.97643429303469,MONITOREAR
HOU → MEM,625,30.7,484.0,1.976389756469075,MONITOREAR
BWI → LAS,1716,26.5,2106.0,1.9736540892126957,MONITOREAR
BWI → BOS,4412,23.5,369.0,1.972139594387747,MONITOREAR
LAS → SAN,4105,23.7,258.0,1.9718307621871074,MONITOREAR
MDW → LAS,2748,24.9,1521.0,1.9717385346822178,MONITOREAR
ATL → EWR,5091,23.1,746.0,1.9716380269514397,MONITOREAR
ORD → OKC,1841,26.2,693.0,1.9697328154830667,MONITOREAR
LAS → BNA,885,29.0,1587.0,1.9678204170522993,MONITOREAR
DCA → JFK,996,28.5,213.0,1.9675679684116103,MONITOREAR
STL → GRR,326,34.0,382.0,1.9675451096646808,MONITOREAR
EWR → BOS,4442,23.4,200.0,1.965333241042323,MONITOREAR
DFW → ORD,7870,21.9,802.0,1.964608121769107,MONITOREAR
HNL → GUM,334,33.8,3801.0,1.9641656556261247,MONITOREAR
SAN → LAS,4095,23.6,258.0,1.962935191123772,MONITOREAR
DEN → PDX,3436,24.1,991.0,1.9622372512280994,MONITOREAR
MDW → BOS,1385,27.1,861.0,1.96026641844641,MONITOREAR
DAL → AUS,3896,23.7,189.0,1.959446242548695,MONITOREAR
ORD → MKE,4824,23.1,67.0,1.959193868572022,MONITOREAR
ORD → BOI,543,31.1,1437.0,1.958400998499454,MONITOREAR
LGA → MYR,667,30.1,563.0,1.9573398038206025,MONITOREAR
BWI → ALB,1704,26.3,289.0,1.9569129650433756,MONITOREAR
JFK → FLL,4439,23.3,1069.0,1.9567769663263304,MONITOREAR
RSW → JFK,1229,27.5,1074.0,1.9563379301306596,MONITOREAR
MIA → MCO,3033,24.4,192.0,1.9562230318760139,MONITOREAR
MCO → ORD,4427,23.3,1005.0,1.9561462418265891,MONITOREAR
LGA → SRQ,432,32.2,1047.0,1.9540330394146037,MONITOREAR
OAK → CMH,114,41.2,2110.0,1.9513137607385325,MONITOREAR
ORD → FLL,2531,24.9,1182.0,1.951256070375736,MONITOREAR
ORD → BNA,3577,23.8,409.0,1.9473825779436464,MONITOREAR
HOU → EWR,862,28.8,1411.0,1.9466655179511438,MONITOREAR
LGA → BNA,2391,25.0,764.0,1.944866741864581,MONITOREAR
STL → RDU,487,31.4,667.0,1.943114934647933,MONITOREAR
MIA → ORD,4156,23.3,1197.0,1.9414278460670544,MONITOREAR
LAX → EWR,4618,23.0,2454.0,1.9406749076803214,MONITOREAR
BWI → PVD,2498,24.8,327.0,1.9401649312900098,MONITOREAR
BWI → ROC,716,29.5,277.0,1.9392356492533904,MONITOREAR
LAX → ABQ,1837,25.8,677.0,1.9390993839855024,MONITOREAR
LAS → MCO,942,28.3,2039.0,1.937985492705111,MONITOREAR
ORD → AUS,2239,25.1,977.811,1.9361599387662873,MONITOREAR
MCO → LGA,3916,23.4,950.0,1.9358412848541937,MONITOREAR
LGA → DEN,3285,23.9,1620.0,1.9352121414895718,MONITOREAR
ORD → ANC,639,29.9,2846.0,1.9315114318588829,MONITOREAR
LGA → STL,1636,26.1,888.0,1.9314024839794628,MONITOREAR
SJC → DAL,298,33.9,1450.0,1.931314691925332,MONITOREAR
ATL → MLI,760,29.1,633.0,1.9302956640845899,MONITOREAR
FLL → EWR,3441,23.7,1065.0,1.9300136251740028,MONITOREAR
CLT → HOU,379,32.5,920.0,1.9296992666517887,MONITOREAR
LAS → SJC,2792,24.3,386.0,1.9280867717233898,MONITOREAR
HOU → JFK,338,33.1,1428.0,1.9274281914048794,MONITOREAR
MDW → ROC,511,30.9,523.0,1.9270382033729447,MONITOREAR
TPA → BOS,1104,27.5,1185.0,1.9268411873801863,MONITOREAR
OAK → DEN,1252,27.0,957.0,1.925774338948212,MONITOREAR
MDW → HOU,2077,25.2,937.0,1.9249473156167802,MONITOREAR
SLC → SFO,2938,24.1,599.0,1.9245017299728513,MONITOREAR
SFO → FLL,1245,27.0,2583.679,1.9242605184026782,MONITOREAR
DEN → BOI,1947,25.4,649.0,1.9238074313645388,MONITOREAR
DEN → LAS,6269,22.0,628.0,1.923541868880273,MONITOREAR
DFW → TYS,1626,26.0,771.816,1.9224083554280165,MONITOREAR
LAS → MCI,1608,26.0,1139.0,1.919514076932117,MONITOREAR
SAN → MCI,479,31.1,1334.0,1.9193988857947946,MONITOREAR
DFW → LIT,1322,26.7,304.0,1.9189025724499056,MONITOREAR
SFO → BOS,3907,23.2,2704.0,1.9187618220527762,MONITOREAR
PHX → DEN,7204,21.6,602.0,1.918596608559903,MONITOREAR
LGA → RDU,1957,25.3,431.0,1.9175294957512072,MONITOREAR
ATL → HPN,1879,25.4,780.0,1.91477772985102,MONITOREAR
DAL → SJC,298,33.6,1450.0,1.914223411465816,MONITOREAR
DEN → OMA,2041,25.1,472.0,1.912919985865271,MONITOREAR
ORD → BDL,1521,26.1,783.0,1.9123791792796754,MONITOREAR
MDW → SJC,334,32.9,1838.0,1.9118653866893343,MONITOREAR
LAS → OMA,838,28.4,1099.0,1.9116091405369113,MONITOREAR
DFW → LGA,4521,22.7,1389.0,1.9105428866158753,MONITOREAR
SFO → EWR,5025,22.4,2565.0,1.9089684841757097,MONITOREAR
EGE → EWR,111,40.5,1725.0,1.9073597315314954,MONITOREAR
MSP → ORD,6296,21.8,334.0,1.9069920142411982,MONITOREAR
SAV → JFK,669,29.3,718.0,1.906194729617571,MONITOREAR
DAL → HOU,6262,21.8,239.0,1.9058115686112247,MONITOREAR
DFW → OKC,2710,24.1,175.0,1.9050336432435733,MONITOREAR
SFO → IAH,3426,23.4,1635.0,1.9045607908588713,MONITOREAR
BWI → BNA,1897,25.2,587.0,1.9021033004236236,MONITOREAR
DFW → SHV,2280,24.6,190.0,1.9020549575993277,MONITOREAR
ORD → ACY,147,38.1,720.0,1.9013548155626985,MONITOREAR
MSP → TTN,157,37.6,989.0,1.9011484228109636,MONITOREAR
ORD → MIA,4166,22.8,1197.0,1.900314249775169,MONITOREAR
TYS → DFW,1624,25.7,771.817,1.8999104128254571,MONITOREAR
DFW → DEN,6058,21.8,641.0,1.898591428166006,MONITOREAR
DFW → LAS,4289,22.7,1055.0,1.8985846167853315,MONITOREAR
DEN → SEA,5139,22.2,1024.0,1.896904260712275,MONITOREAR
FLL → SJU,2790,23.9,1046.0,1.8961774530808833,MONITOREAR
MDW → MSP,2979,23.7,349.0,1.8958442797930477,MONITOREAR
HOU → AUS,1313,26.4,148.0,1.8955384468159382,MONITOREAR
PHX → SAT,1549,25.8,843.0,1.895104128827552,MONITOREAR
DEN → BDL,346,32.4,1671.0,1.8942461631187029,MONITOREAR
RSW → BOS,1634,25.6,1249.0,1.8940892865075067,MONITOREAR
MCO → BOS,2848,23.8,1121.0,1.8931406008625844,MONITOREAR
LAS → ELP,651,29.2,583.0,1.891724815524902,MONITOREAR
BOS → DEN,2398,24.3,1754.0,1.8911208515477527,MONITOREAR
DAL → MEM,464,30.8,423.0,1.8910844420856867,MONITOREAR
DFW → VPS,1760,25.3,641.0,1.8906864792721458,MONITOREAR
BWI → HOU,1067,27.1,1246.0,1.8895762941027754,MONITOREAR
DTW → LGA,4429,22.5,502.0,1.8890840483827196,MONITOREAR
LAX → ELP,915,27.7,715.0,1.8888419660813192,MONITOREAR
JFK → SEA,2094,24.7,2422.0,1.8887673536833292,MONITOREAR
SFO → ORD,7380,21.2,1846.0,1.8881841305300378,MONITOREAR
ORD → DSM,3290,23.3,299.0,1.8869837825959443,MONITOREAR
ORD → XNA,2597,24.0,522.0,1.8869069307990596,MONITOREAR
BOS → LAS,1026,27.2,2381.0,1.8858910629987546,MONITOREAR
OAK → GEG,633,29.2,723.0,1.8835373632660992,MONITOREAR
DAL → LAX,2473,24.1,1246.0,1.8829781314726615,MONITOREAR
ATL → PHL,6608,21.4,666.0,1.882351771452974,MONITOREAR
SJC → LAX,6339,21.5,308.0,1.8822124058510958,MONITOREAR
LAS → MSY,705,28.7,1500.0,1.882202769407121,MONITOREAR
EWR → PHX,2103,24.6,2133.0,1.8821755632228645,MONITOREAR
DAL → ELP,1282,26.3,562.0,1.8820744556574018,MONITOREAR
MDW → ALB,672,28.9,717.0,1.88146466041119,MONITOREAR
LAX → CLE,808,28.1,2052.0,1.8811719384444279,MONITOREAR
BWI → LIT,319,32.6,912.0,1.8794522995078593,MONITOREAR
HOU → PNS,334,32.3,488.0,1.8769985407314742,MONITOREAR
STL → DAL,2120,24.5,546.0,1.8764969850781843,MONITOREAR
BNA → LGA,2472,24.0,764.0,1.8750678764586195,MONITOREAR
LAX → TUS,2635,23.8,451.0,1.8746399537121603,MONITOREAR
MSY → FLL,932,27.4,674.0,1.8734291912238517,MONITOREAR
BWI → IAH,1005,27.1,1235.0,1.873353304353651,MONITOREAR
LGA → XNA,514,30.0,1147.0,1.8726669796365496,MONITOREAR
DEN → STL,1842,24.9,770.0,1.8721331969869979,MONITOREAR
ORD → PHX,4419,22.3,1440.0,1.871788121244155,MONITOREAR
PHX → ELP,1450,25.7,347.0,1.8707849407015573,MONITOREAR
LGA → GSO,1295,26.1,461.0,1.8703954192488796,MONITOREAR
PHX → LAX,7380,21.0,370.0,1.8703710726948486,MONITOREAR
IAH → MSY,2758,23.6,305.0,1.8696536097713665,MONITOREAR
RDU → LGA,1878,24.8,431.0,1.8694147396225156,MONITOREAR
BWI → AUS,630,29.0,1342.0,1.8692587476218177,MONITOREAR
CLT → JFK,2574,23.8,541.0,1.8690655003811454,MONITOREAR
LAX → ORD,8256,20.7,1744.0,1.866869965958318,MONITOREAR
IAH → DCA,2037,24.5,1208.0,1.8667121869755672,MONITOREAR
JFK → SJU,4463,22.2,1598.0,1.8655939751476978,MONITOREAR
MDW → PDX,649,28.8,1751.0,1.8649246224107783,MONITOREAR
OAK → SAN,3540,22.8,446.0,1.863189097397143,MONITOREAR
SMF → SFO,1624,25.2,86.0,1.8629471752218492,MONITOREAR
GSP → BWI,376,31.4,426.0,1.861890991024427,MONITOREAR
MDW → SLC,772,28.0,1259.0,1.8617156740069376,MONITOREAR
MIA → PHL,2663,23.6,1013.0,1.8613812262520881,MONITOREAR
LGA → MCO,3913,22.5,950.0,1.8612134149973427,MONITOREAR
ORD → STL,2566,23.7,258.0,1.8604745402066127,MONITOREAR
DEN → SMF,2398,23.9,909.0,1.8599912902054028,MONITOREAR
DAL → SAT,3031,23.2,248.0,1.85986230747741,MONITOREAR
ONT → SFO,2174,24.2,363.0,1.8596064243788395,MONITOREAR
MDW → BWI,1977,24.5,611.0,1.8593872766768011,MONITOREAR
SAN → SJC,3022,23.2,417.0,1.8591724011371826,MONITOREAR
LAX → RNO,1913,24.6,391.0,1.8588812804823023,MONITOREAR
MCO → PIT,1464,25.5,834.0,1.8586765621029204,MONITOREAR
HOU → ABQ,950,27.1,759.0,1.8581011978251332,MONITOREAR
STL → LGA,1636,25.1,888.0,1.8574023888078357,MONITOREAR
IAD → SMF,239,33.9,2358.0,1.856521144104782,MONITOREAR
IAH → BWI,993,26.9,1235.0,1.8562965486281513,MONITOREAR
BWI → CLE,1190,26.2,314.0,1.8554076495596605,MONITOREAR
LGA → DTW,4426,22.1,502.0,1.8553505860550297,MONITOREAR
DEN → DTW,2682,23.5,1123.0,1.8551647450027815,MONITOREAR
LAS → SMF,2489,23.7,397.0,1.8532538036611192,MONITOREAR
MCO → HPN,1246,26.0,972.0,1.8532003618303237,MONITOREAR
DEN → MSP,5504,21.5,680.0,1.8518445316168337,MONITOREAR
