ROUTE,vuelos,tasa_retraso_pct,distancia,impacto,recomendacion
ORD → OAK,334,27.2,1836.0,1.5806303500896628,MONITOREAR
XNA → ORD,2598,20.1,522.0,1.5803619366433397,MONITOREAR
SRQ → BOS,181,30.4,1220.0,1.5803430975048112,MONITOREAR
LAS → HOU,1407,21.8,1235.0,1.580328882450937,MONITOREAR
SMF → JFK,282,28.0,2521.0,1.579733979862672,MONITOREAR
BNA → TPA,1230,22.2,612.0,1.5794788175373549,MONITOREAR
CLT → ORD,4641,18.7,599.0,1.5787821210381,MONITOREAR
LAS → IAH,2788,19.9,1222.0,1.5786828746042025,MONITOREAR
BOS → BWI,4431,18.8,369.0,1.578519547385504,MONITOREAR
ORD → SBN,1145,22.4,84.0,1.5776678211813882,MONITOREAR
MSP → FWA,274,28.1,488.0,1.577288997895048,MONITOREAR
SFO → OTH,248,28.6,412.0,1.5768406214031851,MONITOREAR
OTH → SFO,248,28.6,412.0,1.5768406214031851,MONITOREAR
EWR → MDW,1822,21.0,711.0,1.5766149163421797,MONITOREAR
MYR → BWI,202,29.7,399.0,1.5765555061281578,MONITOREAR
MSP → DEN,5508,18.3,680.0,1.5763541053522838,MONITOREAR
ONT → SMF,2024,20.7,390.0,1.5758560232943226,MONITOREAR
RSW → CLE,621,24.5,1025.0,1.5756761150737022,MONITOREAR
ICT → ORD,2097,20.6,588.0,1.5755421843657957,MONITOREAR
IND → EWR,1287,22.0,645.0,1.575215225671148,MONITOREAR
DEN → MTJ,459,25.7,196.0,1.5751659039855601,MONITOREAR
LAS → ABQ,1268,22.0,486.0,1.5719431496993777,MONITOREAR
ACY → BOS,182,30.2,274.0,1.571610019497192,MONITOREAR
LGA → SDF,297,27.6,659.0,1.5714700703095452,MONITOREAR
DTW → ATL,4857,18.5,594.0,1.5703126048339626,MONITOREAR
CHO → ORD,869,23.2,566.793,1.5700236050615708,MONITOREAR
LGA → DAL,2563,20.0,1381.0,1.5697867452728143,MONITOREAR
JAN → DFW,2278,20.3,408.0,1.5694037882334468,MONITOREAR
LGA → GRR,224,29.0,618.0,1.5693773550379613,MONITOREAR
CLT → PHL,3393,19.3,449.0,1.5689876646033567,MONITOREAR
LAS → CMH,620,24.4,1771.0,1.5688515526415496,MONITOREAR
CLT → SFO,1819,20.9,2296.0,1.5687628153102875,MONITOREAR
PHX → SJC,3102,19.5,621.0,1.5677614570286145,MONITOREAR
CID → DFW,1027,22.6,685.0,1.5671737694438541,MONITOREAR
FLL → STT,311,27.3,1107.0,1.566963465024931,MONITOREAR
OMA → DEN,2083,20.5,472.0,1.566520710458499,MONITOREAR
SFO → EUG,1864,20.8,451.0,1.5663398390110717,MONITOREAR
DEN → EUG,630,24.3,996.0,1.5663099161106955,MONITOREAR
CLT → SMF,195,29.7,2244.0,1.5660808688934327,MONITOREAR
LGA → DAY,403,26.1,549.0,1.5657224426680842,MONITOREAR
MCO → LAX,2414,20.1,2218.0,1.565597120733153,MONITOREAR
DEN → ABQ,1660,21.1,349.0,1.5644748779649744,MONITOREAR
CLT → BOS,3590,19.1,728.0,1.563508328963124,MONITOREAR
LGA → IAH,2298,20.2,1416.0,1.5634384805985575,MONITOREAR
BWI → DFW,1773,20.9,1217.0,1.5634095159695094,MONITOREAR
LAS → FNT,334,26.9,1733.0,1.5631969271107322,MONITOREAR
LAS → TUL,334,26.9,1076.0,1.5631969271107322,MONITOREAR
HPN → FLL,674,24.0,1097.0,1.5631752266189536,MONITOREAR
ABQ → DEN,1593,21.2,349.0,1.5631553537009304,MONITOREAR
BWI → SAN,711,23.8,2295.0,1.5628680382931714,MONITOREAR
SLC → DEN,6184,17.9,391.0,1.562619985657839,MONITOREAR
FLL → CMH,312,27.2,973.0,1.5620968670841793,MONITOREAR
HOU → SEA,147,31.3,1894.0,1.5620053996617445,MONITOREAR
AUS → EWR,943,22.8,1504.0,1.5615871124404284,MONITOREAR
PHX → ORD,4416,18.6,1440.0,1.5610960633599895,MONITOREAR
LGA → ORF,515,25.0,296.0,1.561041725165934,MONITOREAR
FLL → AUS,789,23.4,1105.0,1.5609593190779343,MONITOREAR
RIC → ORD,2088,20.4,642.0,1.5593682375965159,MONITOREAR
ACV → SFO,1320,21.7,250.0,1.5592289823809504,MONITOREAR
ATL → MCO,8202,17.3,404.0,1.5590990619296967,MONITOREAR
STL → MCI,1196,22.0,237.0,1.5590823455923268,MONITOREAR
DFW → TYR,1611,21.1,102.0,1.5581527908503416,MONITOREAR
CRW → IAH,283,27.6,975.0,1.5581433437495338,MONITOREAR
LAS → SNA,2417,20.0,226.0,1.5580564761406968,MONITOREAR
PHL → ATL,6621,17.7,666.0,1.5572463000016976,MONITOREAR
SFO → FAT,871,23.0,158.0,1.5570176546760757,MONITOREAR
SFO → SNA,4314,18.6,372.0,1.5567494738125334,MONITOREAR
DSM → ORD,3054,19.4,299.0,1.5566962522410437,MONITOREAR
MFR → SFO,1298,21.7,329.0,1.5555818377062955,MONITOREAR
DFW → BPT,973,22.6,270.0,1.554966802574037,MONITOREAR
LAS → SLC,3740,18.9,368.0,1.5548729282872211,MONITOREAR
DCA → ORD,5922,17.9,612.0,1.554870882050415,MONITOREAR
ATL → HOU,4071,18.7,696.0,1.5542774183700572,MONITOREAR
DFW → JLN,666,23.9,327.0,1.553808231259153,MONITOREAR
TPA → IND,911,22.8,837.0,1.5537157805752706,MONITOREAR
DAL → ATL,2872,19.5,721.0,1.5527389663827824,MONITOREAR
MSP → EWR,1368,21.5,1008.0,1.5525375961092365,MONITOREAR
EWR → DCA,1515,21.2,199.0,1.5525121922040155,MONITOREAR
BWI → ATL,5837,17.9,577.0,1.5522830318914786,MONITOREAR
DFW → ICT,805,23.2,328.0,1.5522754083611066,MONITOREAR
PHX → MDW,2256,20.1,1444.0,1.551991071136208,MONITOREAR
DFW → MFE,1450,21.3,469.0,1.550494911943314,MONITOREAR
ATL → MDW,4544,18.4,591.0,1.5495675847137815,MONITOREAR
MSP → CLE,688,23.7,622.0,1.5485079545902023,MONITOREAR
JFK → SAN,1710,20.8,2446.0,1.5484037190953148,MONITOREAR
EWR → HNL,330,26.7,4962.0,1.5483577387409604,MONITOREAR
DCA → LGA,4303,18.5,214.0,1.5479075305751409,MONITOREAR
TPA → PHL,2382,19.9,920.0,1.5473634542331336,MONITOREAR
ORD → FSD,2042,20.3,462.0,1.547202054741096,MONITOREAR
MIA → BWI,1097,22.1,946.0,1.5470739157208258,MONITOREAR
FLL → DCA,2468,19.8,899.0,1.5466103502350053,MONITOREAR
MDW → GSP,629,24.0,562.0,1.5465915016081058,MONITOREAR
DFW → PIT,1421,21.3,1067.0,1.5461917352846823,MONITOREAR
LAS → LIT,334,26.6,1294.0,1.5457635041318025,MONITOREAR
TPA → SJU,1090,22.1,1237.0,1.5456591875243249,MONITOREAR
ORD → FAR,2100,20.2,557.0,1.5452379099897258,MONITOREAR
STL → BWI,1193,21.8,738.0,1.5443613600173456,MONITOREAR
FLL → ORD,2534,19.7,1182.0,1.5439982090935733,MONITOREAR
FAT → SFO,1191,21.8,158.0,1.5439955881194554,MONITOREAR
DFW → ELP,1359,21.4,551.0,1.5439039446283447,MONITOREAR
BDL → PBI,339,26.5,1133.0,1.5438900284558192,MONITOREAR
DFW → ABQ,1796,20.6,569.0,1.543623353265602,MONITOREAR
BOS → MCO,2852,19.4,1121.0,1.5434205016176321,MONITOREAR
MCO → DFW,3825,18.7,985.0,1.542621670550739,MONITOREAR
SAN → HOU,687,23.6,1313.0,1.5416308929644744,MONITOREAR
DEN → MIA,1342,21.4,1709.0,1.5412100919517682,MONITOREAR
DEN → DSM,973,22.4,589.0,1.541206034409665,MONITOREAR
JFK → DCA,1002,22.3,213.0,1.5408749818067926,MONITOREAR
GSO → LGA,1295,21.5,461.0,1.5407471844387322,MONITOREAR
SJU → IAD,170,30.0,1571.0,1.5407395311150787,MONITOREAR
OAK → BOS,102,33.3,2694.0,1.540115946823662,MONITOREAR
OAK → MDW,998,22.3,1844.0,1.5399829806174565,MONITOREAR
SAN → RNO,662,23.7,488.0,1.5393779367570708,MONITOREAR
DAL → OAK,593,24.1,1468.0,1.5388318501584521,MONITOREAR
SGF → ORD,2034,20.2,438.0,1.538787434474918,MONITOREAR
HOU → PIT,332,26.5,1131.0,1.5383607667628694,MONITOREAR
CMH → ORD,3264,19.0,296.0,1.5372346560559593,MONITOREAR
GSO → DFW,517,24.6,999.0,1.5370185471290738,MONITOREAR
LAX → TPA,604,24.0,2158.0,1.5368578075043555,MONITOREAR
ORD → MTJ,118,32.2,1081.0,1.5361604490779441,MONITOREAR
MDW → BHM,631,23.8,570.0,1.5344587952848088,MONITOREAR
LAX → AUS,2614,19.5,1242.0,1.5343841943659127,MONITOREAR
DAL → AMA,1216,21.6,323.0,1.5343175655056405,MONITOREAR
LGA → MSP,2144,20.0,1020.0,1.5340857044381386,MONITOREAR
DAL → OKC,941,22.4,181.0,1.5337152632671247,MONITOREAR
HOU → STL,1211,21.6,687.0,1.533427576607468,MONITOREAR
SFO → OKC,333,26.4,1384.0,1.5333496173548373,MONITOREAR
CVG → LAS,645,23.7,1678.0,1.533212325080598,MONITOREAR
CVG → IAH,1097,21.9,871.0,1.5330732468002752,MONITOREAR
MIA → MCI,205,28.8,1251.0,1.5330268739918618,MONITOREAR
SAT → EWR,253,27.7,1569.0,1.5327488883775229,MONITOREAR
ORD → BZN,248,27.8,1186.0,1.5327331914338653,MONITOREAR
MDW → ATL,4533,18.2,591.0,1.5322833436712346,MONITOREAR
BNA → FLL,781,23.0,793.0,1.5319322844631278,MONITOREAR
LAX → DFW,6649,17.4,1235.0,1.5315865838740272,MONITOREAR
BNA → DAL,904,22.5,623.0,1.5315366060882396,MONITOREAR
IAD → TPA,989,22.2,811.0,1.5310661416202422,MONITOREAR
PHX → BUR,1884,20.3,369.0,1.5308539483926706,MONITOREAR
DFW → MCI,2560,19.5,460.0,1.5303136948073537,MONITOREAR
MSY → PHX,394,25.6,1300.0,1.529945832780271,MONITOREAR
HOU → HRL,1555,20.8,277.0,1.5286400115195737,MONITOREAR
DEN → MSY,1552,20.8,1062.0,1.5282383377545783,MONITOREAR
EWR → ATL,5097,17.9,746.0,1.5280169264508674,MONITOREAR
SFO → PDX,4197,18.3,550.0,1.526608923190047,MONITOREAR
HOU → DEN,1773,20.4,883.0,1.5260073744391383,MONITOREAR
MCI → ORD,2132,19.9,403.0,1.525298341271861,MONITOREAR
ATL → GRB,405,25.4,774.0,1.5249873150450608,MONITOREAR
DEN → ONT,1160,21.6,819.0,1.5241338613656887,MONITOREAR
TUL → HOU,929,22.3,453.0,1.524006248755486,MONITOREAR
CLE → LGA,2682,19.3,419.0,1.5236033863214333,MONITOREAR
PNS → DFW,1156,21.6,604.0,1.523387746634182,MONITOREAR
SEA → EWR,1513,20.8,2402.0,1.5229447404679781,MONITOREAR
DFW → CMH,1511,20.8,926.0,1.52266960815273,MONITOREAR
TPA → CAK,373,25.7,894.0,1.5218456538484608,MONITOREAR
SJU → MCO,3552,18.6,1189.0,1.5205994953648434,MONITOREAR
MDW → MEM,628,23.6,480.0,1.520439479286495,MONITOREAR
RSW → ACY,483,24.6,982.0,1.520284096798533,MONITOREAR
BNA → AUS,627,23.6,756.0,1.5200633835893695,MONITOREAR
TPA → ORD,2427,19.5,1012.0,1.5199101851166874,MONITOREAR
MKE → LGA,1210,21.4,738.0,1.5190523866584282,MONITOREAR
ORD → AVL,715,23.1,536.0,1.5181972673623159,MONITOREAR
AUS → LAX,2597,19.3,1242.0,1.5173876568509106,MONITOREAR
MDW → TUS,501,24.4,1440.0,1.5168518886647069,MONITOREAR
BOS → LGA,7096,17.1,184.0,1.5163059956021903,MONITOREAR
MCO → MDW,2576,19.3,990.0,1.515820665834279,MONITOREAR
MSY → LGA,461,24.7,1183.0,1.5149493166201722,MONITOREAR
STL → DEN,1875,20.1,770.0,1.5148091516193067,MONITOREAR
DFW → PSP,723,23.0,1126.0,1.514184121096516,MONITOREAR
ATL → RDU,4717,17.9,356.0,1.5141481627078828,MONITOREAR
SFO → RDU,521,24.2,2400.0,1.5138915101043147,MONITOREAR
PHX → IND,1306,21.1,1488.0,1.5138668293754756,MONITOREAR
DTW → IAH,2010,19.9,1075.0,1.5135721102095712,MONITOREAR
ATL → RIC,3572,18.5,481.0,1.5134629742693322,MONITOREAR
ORD → CWA,1394,20.9,212.19,1.513145911585978,MONITOREAR
DFW → DSM,857,22.4,624.0,1.5127700937659025,MONITOREAR
CLE → EWR,1544,20.6,404.0,1.5124791365004528,MONITOREAR
STT → EWR,239,27.6,1634.0,1.5115039403330972,MONITOREAR
HOU → MAF,1130,21.5,441.0,1.5114441760168729,MONITOREAR
CLE → RSW,621,23.5,1025.0,1.5113628042543674,MONITOREAR
LAX → IAD,3525,18.5,2288.0,1.5110126073205783,MONITOREAR
JFK → CVG,334,26.0,589.0,1.5108966581739423,MONITOREAR
BOS → MSY,334,26.0,1368.0,1.5108966581739423,MONITOREAR
LAS → ICT,334,26.0,986.0,1.5108966581739423,MONITOREAR
LAS → BHM,334,26.0,1618.0,1.5108966581739423,MONITOREAR
PHX → CMH,1052,21.7,1670.0,1.5099833013455912,MONITOREAR
ATL → PBI,4197,18.1,545.0,1.5099246726633802,MONITOREAR
DFW → BMI,652,23.3,690.0,1.5098503829289103,MONITOREAR
HOU → OKC,1198,21.3,419.0,1.509831069857859,MONITOREAR
LAS → PIT,598,23.6,1910.0,1.508887417932349,MONITOREAR
DTW → MDW,2798,19.0,228.0,1.507965429492831,MONITOREAR
RDU → ORD,1950,19.9,646.0,1.5075413456600006,MONITOREAR
ATL → DFW,7056,17.0,731.0,1.5064777116067267,MONITOREAR
IAD → LGA,205,28.3,229.0,1.5064118240961697,MONITOREAR
SFO → BWI,294,26.5,2457.0,1.5061486383447507,MONITOREAR
FLL → CLE,832,22.4,1062.0,1.5061384667439506,MONITOREAR
SFO → RNO,1606,20.4,192.0,1.5058263864793682,MONITOREAR
OMA → ORD,2004,19.8,416.0,1.5053742915165416,MONITOREAR
PIT → ORD,1785,20.1,413.0,1.5049219125369617,MONITOREAR
DFW → BNA,2751,19.0,631.0,1.5047467545756692,MONITOREAR
DAL → MSY,2410,19.3,436.0,1.5029647311115473,MONITOREAR
HOU → BWI,1051,21.6,1246.0,1.5028194321094217,MONITOREAR
SAV → DFW,727,22.8,925.0,1.5022752368776424,MONITOREAR
DTW → MSY,983,21.8,926.0,1.5021527881920822,MONITOREAR
DAL → MCO,1014,21.7,973.0,1.501999825960795,MONITOREAR
JFK → RSW,1230,21.1,1074.0,1.5012163536053238,MONITOREAR
DFW → OMA,1362,20.8,583.0,1.5010755732355672,MONITOREAR
DTW → DEN,2694,19.0,1123.0,1.5007686478243587,MONITOREAR
ORD → AVP,506,24.1,632.0,1.5005953372982794,MONITOREAR
PHL → DFW,3625,18.3,1303.0,1.4997965508138458,MONITOREAR
IAD → BOS,2019,19.7,413.0,1.499240450807629,MONITOREAR
CLE → BDL,130,30.8,476.0,1.4992006107403193,MONITOREAR
RDU → BDL,189,28.6,532.0,1.4991396463070579,MONITOREAR
MSP → MDW,3027,18.7,349.0,1.4988662067870615,MONITOREAR
MDW → AUS,881,22.1,972.0,1.4986137353318958,MONITOREAR
DAL → CMH,237,27.4,919.0,1.498248478671026,MONITOREAR
BWI → PHX,1603,20.3,1999.0,1.4980653269797393,MONITOREAR
MTJ → ORD,118,31.4,1081.0,1.4979949720822188,MONITOREAR
IAH → ONT,474,24.3,1334.0,1.4971733791719037,MONITOREAR
IAH → CLE,1166,21.2,1091.0,1.4970028857850126,MONITOREAR
ASE → DEN,1091,21.4,125.0,1.4968978969682771,MONITOREAR
IAD → HNL,168,29.2,4817.0,1.4961974819857515,MONITOREAR
BNA → MCO,1426,20.6,616.0,1.4961014918006939,MONITOREAR
LAS → STL,1424,20.6,1371.0,1.495812368946216,MONITOREAR
MCO → IND,1283,20.9,829.0,1.495803880204668,MONITOREAR
MIA → ATL,5150,17.5,594.0,1.4956815988901118,MONITOREAR
JFK → MSP,843,22.2,1029.0,1.495606664676412,MONITOREAR
DFW → RAP,522,23.9,835.0,1.4955825535039506,MONITOREAR
DSM → DEN,1158,21.2,589.0,1.4955433275241832,MONITOREAR
ORD → RIC,2141,19.5,642.0,1.495460516274988,MONITOREAR
CLT → BWI,3378,18.4,361.0,1.495007193915665,MONITOREAR
DFW → PNS,1155,21.2,604.0,1.4949933920666494,MONITOREAR
DFW → COS,1081,21.4,592.0,1.4949273489747905,MONITOREAR
MCI → LAX,981,21.7,1363.0,1.4948202237256838,MONITOREAR
EWR → DFW,2604,19.0,1372.0,1.4943127606324074,MONITOREAR
DFW → MEM,864,22.1,431.237,1.4943075819056961,MONITOREAR
DEN → RDM,480,24.2,898.0,1.4940562371442687,MONITOREAR
SAN → SAT,626,23.2,1129.0,1.4939292860952227,MONITOREAR
DEN → SNA,3353,18.4,846.0,1.493640377349786,MONITOREAR
LIT → ORD,2039,19.6,552.0,1.4935620950325932,MONITOREAR
DCA → IAH,2039,19.6,1208.0,1.4935620950325932,MONITOREAR
ABQ → SFO,334,25.7,896.0,1.4934632351950121,MONITOREAR
DFW → COU,660,23.0,489.0,1.4932151620547085,MONITOREAR
BOS → SJC,207,28.0,2689.0,1.4931612621143033,MONITOREAR
JFK → ABQ,274,26.6,1826.0,1.4930920762992268,MONITOREAR
DFW → LBB,718,22.7,282.0,1.4928585921739468,MONITOREAR
LAS → PDX,2582,19.0,763.0,1.4927007185672516,MONITOREAR
TUL → ORD,2110,19.5,585.0,1.492616429161672,MONITOREAR
RDU → BWI,1952,19.7,255.0,1.4925921240936881,MONITOREAR
JFK → ROC,1102,21.3,264.0,1.492039863808839,MONITOREAR
LGA → ROC,181,28.7,254.0,1.4919686479732919,MONITOREAR
SMF → SAN,2791,18.8,480.0,1.4916211839048286,MONITOREAR
STL → TPA,731,22.6,869.0,1.4903374419034499,MONITOREAR
MDW → ICT,613,23.2,589.0,1.489060665137201,MONITOREAR
ATL → MSP,4713,17.6,907.0,1.4886220671385766,MONITOREAR
ORD → SCE,664,22.9,528.0,1.4881066122301032,MONITOREAR
CLT → TTN,299,26.1,484.0,1.4878157726549692,MONITOREAR
FLL → MDW,1154,21.1,1166.689,1.4877587733313578,MONITOREAR
BWI → GSP,375,25.1,426.0,1.487658432518573,MONITOREAR
ANC → DFW,119,31.1,3043.0,1.4863074063576858,MONITOREAR
RSW → BDL,400,24.8,1180.0,1.4858832076827795,MONITOREAR
STL → MSY,572,23.4,604.0,1.4856985239828726,MONITOREAR
BNA → BOS,638,23.0,942.0,1.4854178051693017,MONITOREAR
SNA → DEN,3331,18.3,846.0,1.4843180943894434,MONITOREAR
RDU → HOU,509,23.8,1050.0,1.4833226279390244,MONITOREAR
BDL → ORD,1490,20.3,783.0,1.4832258739847197,MONITOREAR
TPA → BDL,959,21.6,1111.0,1.483032472174823,MONITOREAR
SLC → LAX,5549,17.2,590.0,1.482876157776055,MONITOREAR
CLT → IAH,3603,18.1,912.0,1.4823035020454052,MONITOREAR
ORD → SJC,666,22.8,1829.0,1.4822940448832087,MONITOREAR
ORD → CMI,1783,19.8,135.0,1.4822384183369017,MONITOREAR
PHX → CLE,726,22.5,1737.0,1.4821987533355792,MONITOREAR
DFW → RNO,747,22.4,1345.0,1.481998601469751,MONITOREAR
DEN → BNA,2074,19.4,1014.0,1.4816234714251575,MONITOREAR
TPA → FNT,232,27.2,1036.0,1.4815125650932364,MONITOREAR
DFW → SNA,2877,18.6,1205.0,1.481397625620588,MONITOREAR
MSY → DEN,1584,20.1,1062.0,1.4809094230472488,MONITOREAR
MSY → DTW,979,21.5,926.0,1.4806043031440597,MONITOREAR
SBP → SFO,1043,21.3,190.0,1.4803194249151646,MONITOREAR
ATL → DAL,2856,18.6,721.0,1.4800349821634626,MONITOREAR
BWI → OAK,324,25.6,2447.0,1.4798703400428364,MONITOREAR
DEN → FAT,1005,21.4,844.0,1.4793269635855397,MONITOREAR
BPT → DFW,973,21.5,270.0,1.479282577669991,MONITOREAR
FLL → HPN,675,22.7,1097.0,1.4788397808280642,MONITOREAR
SAN → AUS,637,22.9,1164.0,1.4786002511260252,MONITOREAR
CLT → MCO,2957,18.5,468.0,1.4785071461727084,MONITOREAR
SFO → SMF,1623,20.0,86.0,1.4784063135029184,MONITOREAR
IAH → OAK,179,28.5,1628.0,1.478404954664615,MONITOREAR
JFK → PWM,1180,20.9,273.0,1.4783133709490794,MONITOREAR
PBI → BWI,968,21.5,883.0,1.478174898764464,MONITOREAR
PSP → IAH,287,26.1,1269.0,1.4771248583132612,MONITOREAR
PHX → EWR,2106,19.3,2133.0,1.4769413186899267,MONITOREAR
LAX → ASE,775,22.2,737.0,1.4769355925164431,MONITOREAR
XNA → EWR,228,27.2,1131.0,1.476782011075608,MONITOREAR
CMH → DAL,237,27.0,919.0,1.4763762381064856,MONITOREAR
SAN → MSY,334,25.4,1599.0,1.476029812216082,MONITOREAR
LIT → LAS,334,25.4,1294.0,1.476029812216082,MONITOREAR
ORF → LGA,402,24.6,296.0,1.4751272138002793,MONITOREAR
DAL → LAS,1431,20.3,1067.0,1.4750241422499595,MONITOREAR
JFK → LAX,12016,15.7,2475.0,1.4748571167186146,MONITOREAR
DFW → BDL,640,22.8,1471.0,1.4732147442086476,MONITOREAR
PHL → LAS,2148,19.2,2176.0,1.473080151480721,MONITOREAR
BOS → RSW,1634,19.9,1249.0,1.4723584688085696,MONITOREAR
ORD → ABQ,550,23.3,1118.0,1.4702109588267784,MONITOREAR
DEN → GTF,774,22.1,624.0,1.4699973840633298,MONITOREAR
DFW → ORF,631,22.8,1212.0,1.4699857366593965,MONITOREAR
SJU → PHL,1026,21.2,1576.0,1.4698856814549115,MONITOREAR
MDW → MSY,874,21.7,825.0,1.469758441517251,MONITOREAR
EWR → MSY,1095,21.0,1167.0,1.4696870248726261,MONITOREAR
SFO → MFR,1296,20.5,329.0,1.469242764767005,MONITOREAR
DFW → RSW,1166,20.8,1017.0,1.4687575483173712,MONITOREAR
JFK → CLT,2576,18.7,541.0,1.4686967073109336,MONITOREAR
CVG → DFW,2097,19.2,812.0,1.4684665019331686,MONITOREAR
ATL → MCI,3478,18.0,692.0,1.4677582850845612,MONITOREAR
ORD → ROC,1656,19.8,528.0,1.4676077463191506,MONITOREAR
JFK → RDU,1595,19.9,427.0,1.4675511740285698,MONITOREAR
RNO → MDW,216,27.3,1680.0,1.4674510052977772,MONITOREAR
DAL → SAN,719,22.3,1182.0,1.4668630827717934,MONITOREAR
IAD → RDU,406,24.4,224.0,1.4655501709428227,MONITOREAR
SMF → PDX,1578,19.9,479.0,1.465418786779758,MONITOREAR
DFW → PDX,1832,19.5,1616.0,1.4650668913206448,MONITOREAR
TPA → MDW,1461,20.1,997.0,1.4646621587618907,MONITOREAR
DFW → GRK,2625,18.6,134.0,1.464347528554785,MONITOREAR
DFW → BRO,1061,21.0,482.0,1.4630630991089364,MONITOREAR
CLT → LAX,1958,19.3,2125.0,1.462878012856458,MONITOREAR
ATL → MGM,2202,19.0,147.0,1.4624530502836988,MONITOREAR
JFK → HOU,339,25.1,1428.0,1.462326026952493,MONITOREAR
EWR → STL,1806,19.5,872.0,1.4622795981255015,MONITOREAR
CMH → MIA,593,22.9,990.0,1.462209517370479,MONITOREAR
JAX → HOU,372,24.7,816.0,1.4619667820054671,MONITOREAR
DTW → LAS,2933,18.3,1749.0,1.4610319356228736,MONITOREAR
MSP → DFW,2575,18.6,852.0,1.460770495236198,MONITOREAR
PHX → BOS,1431,20.1,2300.0,1.4604918846908466,MONITOREAR
OAK → LAS,3493,17.9,407.0,1.4603744078204228,MONITOREAR
ATL → GNV,2088,19.1,300.0,1.4599967322594831,MONITOREAR
SEA → DEN,5099,17.1,1024.0,1.4597927523004317,MONITOREAR
FLL → SWF,335,25.1,1118.0,1.4593467634880917,MONITOREAR
ACY → RSW,483,23.6,982.0,1.4584839302620072,MONITOREAR
DFW → PHX,4144,17.5,868.0,1.4576479371893807,MONITOREAR
JAX → MSP,182,28.0,1174.0,1.4571218723815027,MONITOREAR
MCI → LGA,708,22.2,1107.0,1.4568625888000057,MONITOREAR
ORD → ORF,798,21.8,717.0,1.4566996742440583,MONITOREAR
BWI → SLC,992,21.1,1865.0,1.4558415756371081,MONITOREAR
MCO → ACY,794,21.8,852.0,1.4556041945518756,MONITOREAR
JFK → BTV,1023,21.0,266.0,1.4554039008498414,MONITOREAR
SAV → LGA,430,24.0,722.0,1.4553084500850257,MONITOREAR
HPN → MCO,1245,20.4,972.0,1.4538857250153567,MONITOREAR
BOS → ATL,4682,17.2,946.0,1.4536546714647471,MONITOREAR
EUG → SFO,1863,19.3,451.0,1.4532790705261067,MONITOREAR
FCA → ORD,131,29.8,1352.0,1.452808802313943,MONITOREAR
SAN → DAL,714,22.1,1182.0,1.452165134677048,MONITOREAR
DTW → LAX,2003,19.1,1979.0,1.4520586551121712,MONITOREAR
DAL → ECP,152,28.9,674.0,1.4519014705245739,MONITOREAR
UST → TTN,152,28.9,801.0,1.4519014705245739,MONITOREAR
ATL → JAX,5106,17.0,270.0,1.4514891716262432,MONITOREAR
DEN → FAR,1226,20.4,627.0,1.450748471765216,MONITOREAR
MEM → DAL,467,23.6,423.0,1.4505337048098599,MONITOREAR
ORD → DLH,1102,20.7,397.0,1.4500105718705618,MONITOREAR
MSP → LGA,2146,18.9,1020.0,1.4498872144830315,MONITOREAR
PHX → OMA,1258,20.3,1037.0,1.4488675227638583,MONITOREAR
SMF → LAS,2513,18.5,397.0,1.4484080194455644,MONITOREAR
BFL → SFO,660,22.3,238.0,1.4477694832095651,MONITOREAR
PHX → STL,2121,18.9,1262.0,1.4476725184127248,MONITOREAR
IAH → MFE,1957,19.1,316.0,1.4476210817726505,MONITOREAR
BNA → CMH,639,22.4,337.0,1.4470185977805676,MONITOREAR
HNL → IAH,334,24.9,3904.0,1.4469741072511986,MONITOREAR
LAS → DSM,334,24.9,1216.0,1.4469741072511986,MONITOREAR
ACK → JFK,333,24.9,199.0,1.4462274800051305,MONITOREAR
JFK → LAS,3703,17.6,2248.0,1.446174150240796,MONITOREAR
ORD → RST,1324,20.1,268.0,1.4448709600358878,MONITOREAR
ONT → LAS,1372,20.0,197.0,1.444804961657166,MONITOREAR
ORD → MBS,1190,20.4,222.0,1.444668551565537,MONITOREAR
JFK → MSY,1110,20.6,1182.0,1.4444957506271143,MONITOREAR
TPA → IAH,1778,19.3,787.0,1.4442661723022532,MONITOREAR
PHX → ABQ,2454,18.5,328.0,1.4440128056751085,MONITOREAR
MCI → ABQ,315,25.1,718.0,1.443895732345234,MONITOREAR
STL → ORD,2785,18.2,258.0,1.443624573729772,MONITOREAR
AUS → PHX,1580,19.6,872.0,1.4435753047001185,MONITOREAR
DEN → IDA,905,21.2,458.0,1.4432822080643841,MONITOREAR
OAK → DAL,593,22.6,1468.0,1.443053934173486,MONITOREAR
DCA → EWR,1516,19.7,199.0,1.4427946215418563,MONITOREAR
PHL → FLL,1907,19.1,992.0,1.4426777416696799,MONITOREAR
DEN → BFL,608,22.5,845.0,1.4422893484423878,MONITOREAR
CLE → DFW,1569,19.6,1021.0,1.4422059755356744,MONITOREAR
RIC → IAH,526,23.0,1157.0,1.4410192789296734,MONITOREAR
ASE → IAH,415,23.9,913.0,1.4407585663351368,MONITOREAR
STT → FLL,311,25.1,1107.0,1.4406880209569877,MONITOREAR
TPA → ALB,385,24.2,1130.0,1.4406848868976438,MONITOREAR
BWI → SJU,621,22.4,1565.0,1.4406181623530991,MONITOREAR
ABQ → BWI,511,23.1,1670.0,1.4406013753370557,MONITOREAR
ATL → FSD,331,24.8,954.0,1.4389253570935117,MONITOREAR
BDL → SJU,456,23.5,1666.0,1.4387858102358808,MONITOREAR
